"uid","ELECYEAR","ID","NAME","RESPONSE","PREFEC","DISTRICT","PRBLOCK","INCUMB","TERM","PARTY","SEX","AGE","RESULT","prim1","prim2","prim3","camp1","camp2","camp3","coal_lib","coal_dem","coal_kmei","coal_com","coal_soc","coal_koku","yn_medconst","yn_reps","yn_const","yn_defense","yn_preemp","yn_unsc","yn_nkorea","yn_smgov","yn_pubspend","yn_fiscalpol","yn_tax5yrs","yn_frgnvote","yn_frgnwork","yn_privacy","yn_tax10pc","yn_moral","ab_asiaus","ab_compet","ab_env","ab_singlemum","ab_trade","fav_masuzoe","fav_ozawa","fav_watanabe","fav_hashimoto","media_hp","media_sns","media_tv"
1642,"2009","690","対中＝章哲",1,25,1,,1,0,"諸派",1,58,4,,,,4,3,1,2,3,2,3,3,3,1,1,1,1,1,2,1,1,3,3,5,2,1,3,,,,,3,1,4,40,10,40,55,,,
2051,"2009","691","藤井＝勇治",1,25,2,58,3,1,"自民党",1,58,4,,,,1,5,3,4,2,1,3,3,,1,3,2,3,3,1,2,2,2,2,2,3,2,3,,,,,2,2,3,100,0,25,50,,,
1950,"2009","692","田島＝一成",1,25,2,58,3,2,"民主党",1,46,1,,,,1,3,5,3,4,3,3,2,2,5,2,2,4,3,2,4,5,4,4,5,2,4,4,,,,,2,4,3,,,,,,,
1750,"2009","693","池田＝信隆",1,25,2,,1,0,"諸派",1,49,4,,,,4,1,,2,3,3,3,3,2,1,1,1,1,1,1,1,1,3,3,5,2,1,4,,,,,3,2,3,50,0,50,75,,,
124,"2009","694","宇野＝治",1,25,3,58,3,2,"自民党",1,61,4,,,,3,2,1,4,2,1,3,3,2,1,3,1,2,2,1,1,4,3,1,1,1,1,2,,,,,2,4,5,80,20,60,70,,,
873,"2009","695","三日月＝大造",1,25,3,58,3,2,"民主党",1,37,1,,,,1,5,3,3,4,3,3,1,1,5,3,3,3,3,1,3,4,3,4,2,1,2,3,,,,,1,4,2,,,,,,,
2401,"2009","696","木村＝真佐美",1,25,3,,1,0,"共産党",2,53,4,,,,1,3,4,3,3,3,4,3,3,1,5,5,5,5,5,5,5,3,3,5,1,3,5,,,,,2,4,1,0,0,0,0,,,
1291,"2009","697","森川＝貢次",1,25,3,,1,0,"諸派",1,47,4,,,,4,3,1,,3,3,3,3,3,3,3,1,1,1,3,1,1,3,5,5,2,1,,,,,,3,1,5,25,0,50,50,,,
2238,"2009","698","武藤＝貴也",1,25,4,58,1,0,"自民党",1,30,4,,,,3,5,2,4,2,2,3,2,2,3,3,3,1,4,1,2,5,3,3,4,5,3,4,,,,,1,3,3,40,50,60,100,,,
166,"2009","699","奥村＝展三",1,25,4,58,3,2,"民主党",1,65,1,,,,1,4,2,3,4,3,3,2,2,4,3,2,3,3,2,1,2,1,3,5,1,3,3,,,,,2,2,2,0,100,50,25,,,
1913,"2009","700","坪田＝五久男",1,25,4,,1,0,"共産党",1,49,4,,,,1,2,4,3,3,3,4,3,3,1,5,5,5,5,2,2,5,2,3,5,1,3,5,,,,,2,4,2,0,0,0,0,,,
1586,"2009","701","曽我＝周作",1,25,4,,1,0,"諸派",1,30,4,,,,3,1,4,2,3,3,3,3,3,1,1,1,1,1,1,1,2,4,4,5,5,1,2,,,,,5,1,4,50,10,70,70,,,
39,"2009","702","伊吹＝文明",0,26,1,58,3,8,"自民党",1,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,"2009","703","平＝智之",1,26,1,58,1,0,"民主党",1,49,1,,,,5,1,2,3,4,3,3,2,2,4,2,2,3,5,4,3,3,4,5,2,3,2,2,,,,,2,5,4,0,100,100,100,,,
712,"2009","704","穀田＝恵二",1,26,1,58,3,5,"共産党",1,61,3,,,,2,3,5,3,3,3,4,3,3,1,5,5,5,5,2,2,5,3,2,5,1,3,4,,,,,2,4,1,0,0,0,0,,,
1031,"2009","705","種村＝由美子",1,26,1,,1,0,"諸派",2,53,4,,,,1,4,2,2,3,3,3,3,3,2,1,1,1,1,1,,1,1,1,5,3,3,3,,,,,4,5,5,20,0,20,70,,,
966,"2009","706","山本＝朋広",1,26,2,58,3,1,"自民党",1,33,4,,,,3,1,5,4,3,1,3,3,3,1,3,1,3,3,1,1,3,3,1,3,5,4,3,,,,,2,3,2,10,0,0,50,,,
1578,"2009","707","前原＝誠司",1,26,2,58,3,5,"民主党",1,46,1,,,,3,1,5,3,4,3,3,2,2,3,3,1,1,1,1,1,3,4,2,2,2,2,2,,,,,1,2,2,50,100,50,50,,,
2071,"2009","708","藤田＝高景",1,26,2,58,1,0,"社民党",1,60,4,,,,1,2,4,3,2,3,3,4,2,2,3,5,5,5,5,5,5,3,2,5,1,3,5,,,,,2,5,2,,,,,,,
556,"2009","709","原＝俊史",1,26,2,58,1,0,"共産党",1,41,4,,,,5,4,1,3,3,3,4,3,3,1,5,5,5,5,2,2,5,3,2,5,1,3,4,,,,,2,5,1,10,0,0,0,,,
548,"2009","710","軽部＝芳輝",1,26,2,,1,0,"諸派",1,41,4,,,,3,4,2,3,3,3,3,3,3,1,2,1,1,1,2,2,3,3,4,5,2,1,2,,,,,3,3,4,30,0,50,50,,,
1378,"2009","711","清水＝鴻一郎",1,26,3,58,3,1,"自民党",1,62,4,,,,5,2,3,4,3,1,3,3,2,1,1,1,2,3,1,3,5,4,3,1,4,2,3,,,,,3,3,3,95,0,80,40,,,
1563,"2009","712","泉＝健太",1,26,3,58,3,2,"民主党",1,34,1,,,,5,2,3,3,4,3,3,1,1,5,3,2,4,3,1,2,4,3,3,5,2,4,4,,,,,2,5,4,25,75,40,40,,,
1489,"2009","713","石村＝和子",1,26,3,,1,0,"共産党",2,59,4,,,,2,1,4,3,3,3,4,3,3,1,5,5,5,5,2,2,5,3,2,5,1,3,5,,,,,2,5,1,20,20,20,20,,,
322,"2009","714","岸本＝浩一",1,26,3,,1,0,"諸派",1,33,4,,,,1,4,3,2,3,3,3,3,3,1,3,1,1,2,1,1,2,3,3,5,1,1,4,,,,,4,2,4,50,0,50,50,,,
1805,"2009","715","中川＝泰宏",1,26,4,58,3,1,"自民党",1,57,4,,,,1,5,3,4,3,1,3,3,3,2,2,2,2,4,3,3,5,2,3,1,2,3,3,,,,,1,2,3,60,0,0,50,,,
2316,"2009","716","北神＝圭朗",1,26,4,58,3,1,"民主党",1,41,1,,,,1,2,5,3,4,3,3,2,2,5,1,1,1,2,3,2,4,4,2,3,5,3,2,,,,,4,3,2,20,100,30,30,,,
376,"2009","717","吉田＝幸一",1,26,4,,1,0,"共産党",1,34,4,,,,1,3,5,3,3,3,4,3,3,1,5,5,5,5,2,2,5,1,2,5,1,2,4,,,,,2,4,1,0,0,0,0,,,
1057,"2009","718","出野＝博志",1,26,4,,1,0,"諸派",1,60,4,,,,3,1,5,2,3,3,3,3,3,1,2,1,1,1,3,1,3,4,4,5,3,1,3,,,,,3,1,5,40,0,60,50,,,
1934,"2009","719","田中＝英夫",1,26,4,,2,1,"無所属",1,64,4,,,,1,5,,2,3,2,3,3,2,2,4,2,3,5,4,2,5,2,1,2,3,5,2,,,,,1,4,2,,,,,,,
1719,"2009","720","谷垣＝禎一",1,26,5,58,3,9,"自民党",1,63,1,,,,3,1,2,4,,,,,,,2,1,2,3,1,2,4,1,1,2,4,3,3,,,,,,2,4,,,,,,,
1079,"2009","721","小原＝舞",1,26,5,58,1,0,"民主党",2,34,3,,,,1,5,4,3,4,3,3,2,2,4,2,2,2,3,1,4,4,2,3,3,3,4,3,,,,,2,3,2,50,80,60,60,,,
385,"2009","722","吉田＝早由美",1,26,5,,1,0,"共産党",2,58,4,,,,2,1,5,3,3,3,4,3,3,1,5,5,5,5,2,2,5,2,2,5,1,3,5,,,,,2,5,1,,,,,,,
2532,"2009","723","詫間＝啓司",1,26,5,,1,0,"諸派",1,30,4,,,,1,3,5,2,3,3,3,3,3,1,2,1,1,1,2,1,3,1,,5,5,2,3,,,,,3,3,3,,,,,,,
97,"2009","724","井沢＝京子",1,26,6,58,3,1,"自民党",2,46,4,,,,5,4,3,4,3,1,3,3,3,3,1,1,3,5,1,1,5,1,1,1,1,1,4,,,,,1,1,3,100,0,0,50,,,
881,"2009","725","山井＝和則",1,26,6,58,3,3,"民主党",1,46,1,,,,3,5,2,3,4,3,3,1,1,5,3,2,3,5,3,3,5,3,2,5,1,5,3,,,,,2,3,3,0,100,0,50,,,
2205,"2009","726","浜田＝良之",1,26,6,,1,0,"共産党",1,52,4,,,,5,1,4,3,3,3,4,3,3,1,5,5,5,5,2,2,5,2,2,5,1,2,5,,,,,2,4,1,,,,,,,
2318,"2009","727","北川＝智子",1,26,6,,1,0,"諸派",2,46,4,,,,3,1,5,2,3,3,3,3,3,1,2,1,1,1,2,1,3,3,3,5,3,2,3,,,,,4,4,3,45,10,50,50,,,
1839,"2009","728","中馬＝弘毅",1,27,1,58,3,9,"自民党",1,72,4,,,,1,5,2,4,2,2,2,2,2,1,3,1,3,5,2,1,3,1,1,1,2,5,2,,,,,2,2,5,,,,,,,
532,"2009","729","熊田＝篤嗣",1,27,1,58,1,0,"民主党",1,37,1,,,,1,2,3,3,4,3,3,1,1,4,3,3,2,4,2,3,3,3,3,4,1,2,3,,,,,2,1,2,,,,,,,
1909,"2009","730","辻＝日出子",1,27,1,,1,0,"共産党",2,65,4,,,,5,2,1,3,3,3,4,3,3,2,3,5,5,5,3,1,5,3,2,5,1,3,5,,,,,2,3,3,0,0,0,0,,,
2488,"2009","731","林＝富美子",1,27,1,,1,0,"諸派",2,42,4,,,,3,1,,2,3,3,3,3,3,2,2,1,1,1,2,1,1,3,3,5,2,1,4,,,,,3,3,4,50,10,70,70,,,
829,"2009","732","堺井＝裕貴",1,27,1,,1,0,"無所属",2,40,4,,,,2,1,3,2,2,2,3,3,2,1,1,1,1,2,2,1,3,3,2,4,5,5,5,,,,,1,3,4,50,25,75,75,,,
1547,"2009","733","川条＝志嘉",1,27,2,58,3,1,"自民党",2,38,4,,,,,1,3,4,,,,,,5,3,3,2,2,1,2,5,4,2,3,4,4,4,,,,,3,3,2,60,,,50,,,
2130,"2009","734","萩原＝仁",1,27,2,58,1,0,"民主党",1,41,1,,,,5,1,3,2,4,2,3,2,2,3,3,1,1,1,1,1,3,3,2,4,2,2,1,,,,,3,3,2,50,100,50,50,,,
354,"2009","735","吉永＝朋之",1,27,2,,1,0,"共産党",1,63,4,,,,3,2,5,3,3,3,4,3,3,2,3,5,5,5,5,5,5,3,3,5,1,2,5,,,,,2,5,1,0,0,0,0,,,
1302,"2009","736","深田＝敏子",1,27,2,,1,0,"諸派",2,38,4,,,,3,4,1,2,3,3,3,3,2,1,2,1,1,1,2,2,1,3,4,5,2,1,3,,,,,3,2,5,70,25,50,75,,,
792,"2009","737","左藤＝章",1,27,2,,2,2,"無所属",1,57,4,,,,1,3,5,2,,,,,,3,3,2,2,3,1,1,4,3,2,2,3,3,3,,,,,2,2,2,70,20,60,60,,,
1834,"2009","738","中島＝正純",1,27,3,58,1,0,"民主党",1,39,1,,,,5,1,3,3,4,3,2,2,2,4,3,3,2,4,1,4,3,2,5,4,1,2,3,,,,,1,2,2,50,80,50,50,,,
1932,"2009","739","田端＝正広",1,27,3,,3,5,"公明党",1,68,4,,,,5,1,2,1,3,4,3,3,3,1,3,2,3,5,1,2,3,2,1,3,1,2,3,,,,,2,2,2,75,20,50,70,,,
1530,"2009","740","千葉＝孝子",1,27,3,,1,0,"共産党",2,63,4,,,,1,2,3,3,3,3,4,3,3,2,3,5,5,5,1,5,5,2,2,5,1,3,5,,,,,3,3,2,0,0,0,0,,,
1273,"2009","741","森＝悦宏",1,27,3,,1,0,"諸派",1,42,4,,,,1,3,4,2,3,3,3,3,2,1,2,1,1,1,1,1,2,3,3,5,5,1,3,,,,,5,3,5,37,3,50,50,,,
1787,"2009","742","中山＝泰秀",1,27,4,58,3,2,"自民党",1,38,4,,,,1,5,3,4,3,1,3,3,3,1,1,1,1,1,1,1,5,3,2,3,4,3,2,,,,,3,1,2,100,0,50,50,,,
379,"2009","743","吉田＝治",1,27,4,58,2,3,"民主党",1,46,1,,,,3,2,1,3,4,3,3,2,2,5,2,2,2,3,2,2,4,4,2,3,2,4,3,,,,,3,3,2,25,80,50,60,,,
1882,"2009","744","長谷川＝良雄",1,27,4,,1,0,"共産党",1,58,4,,,,1,2,4,3,3,3,4,3,3,2,4,5,5,5,3,4,5,1,3,5,1,3,5,,,,,2,5,1,50,50,50,50,,,
1058,"2009","745","春山＝美一",1,27,4,,1,0,"諸派",1,40,4,,,,1,3,2,2,3,3,3,3,2,2,1,1,1,1,2,1,3,2,2,5,3,1,2,,,,,3,1,5,60,0,50,50,,,
112,"2009","746","稲見＝哲男",1,27,5,58,2,1,"民主党",1,60,1,,,,3,4,5,3,4,3,3,1,1,5,4,5,5,4,3,4,5,3,4,2,1,2,5,,,,,1,4,2,0,90,0,0,,,
1721,"2009","747","谷口＝隆義",1,27,5,,3,5,"公明党",1,59,4,,,,3,1,5,1,3,4,3,3,3,1,2,2,3,5,1,2,4,2,2,2,2,2,2,,,,,2,4,4,75,0,0,75,,,
2189,"2009","748","姫野＝浄",1,27,5,,1,0,"共産党",1,73,4,,,,1,5,2,3,3,3,4,3,3,2,5,5,5,5,5,5,5,2,5,5,1,4,5,,,,,3,5,2,25,25,25,25,,,
2453,"2009","749","柳＝武",1,27,5,,1,0,"諸派",1,37,4,,,,4,3,1,2,2,3,3,3,3,2,2,1,1,1,1,3,1,4,5,5,5,1,3,,,,,3,1,4,50,0,75,90,,,
1617,"2009","750","村上＝史好",1,27,6,58,1,0,"民主党",1,56,1,,,,5,2,4,2,4,3,,1,1,5,5,2,3,1,1,1,5,3,4,3,1,1,3,,,,,3,2,2,50,100,50,75,,,
2266,"2009","751","福島＝豊",1,27,6,,3,5,"公明党",1,50,4,,,,3,1,5,,,4,3,,,2,2,2,3,5,2,2,5,3,3,3,1,3,3,,,,,1,,4,,,,,,,
2450,"2009","752","矢野＝博之",1,27,6,,1,0,"共産党",1,69,4,,,,2,3,5,3,3,3,4,3,3,1,3,5,5,5,2,5,5,1,1,5,1,5,5,,,,,3,5,1,1,2,0,0,,,
1225,"2009","753","上杉＝智子",1,27,6,,1,0,"諸派",2,44,4,,,,3,4,2,2,3,3,3,3,3,1,1,1,1,2,1,1,2,3,3,5,2,1,3,,,,,4,2,5,25,0,75,25,,,
1963,"2009","754","渡嘉敷＝奈緒美",1,27,7,58,3,1,"自民党",2,46,4,,,,5,3,1,4,2,1,3,3,3,5,1,1,1,3,2,1,2,4,2,3,3,3,3,,,,,2,3,3,80,0,0,50,,,
2064,"2009","755","藤村＝修",1,27,7,58,3,5,"民主党",1,59,1,,,,5,2,1,2,4,2,3,1,1,5,3,2,4,4,2,3,4,3,3,3,1,2,3,,,,,2,3,3,50,100,50,50,,,
520,"2009","756","駒井＝正男",1,27,7,58,1,0,"共産党",1,41,4,,,,1,2,5,3,3,3,4,3,3,2,5,5,5,5,5,5,5,2,4,5,1,3,5,,,,,2,5,1,0,0,0,0,,,
1333,"2009","757","水沼＝義隆",1,27,7,,1,0,"諸派",1,35,4,,,,3,4,1,2,3,3,3,3,3,1,1,1,1,1,3,3,1,5,1,5,2,1,3,,,,,5,1,5,40,50,50,99,,,
1683,"2009","758","大塚＝高司",1,27,8,58,3,1,"自民党",1,44,4,,,,1,3,5,4,2,1,3,3,1,3,1,1,2,3,1,1,2,2,2,2,3,3,4,,,,,2,1,2,,,,,,,
1842,"2009","759","中野＝寛成",1,27,8,58,2,10,"民主党",1,68,1,,,,3,4,5,3,4,2,3,2,1,4,3,1,3,2,1,2,5,4,1,3,1,1,3,,,,,1,2,3,20,100,50,50,,,
419,"2009","760","久門＝松寿",1,27,8,,1,0,"共産党",1,65,4,,,,2,3,5,3,3,3,4,3,3,2,3,5,5,5,3,5,5,3,2,5,1,3,5,,,,,3,5,2,0,0,0,0,,,
671,"2009","761","高橋＝伸典",1,27,8,,1,0,"諸派",1,46,4,,,,3,4,5,3,3,3,3,3,3,1,2,1,1,1,1,2,1,3,3,5,2,1,3,,,,,3,2,4,25,0,25,50,,,
564,"2009","762","原田＝憲治",1,27,9,58,3,1,"自民党",1,60,4,,,,1,2,3,4,3,1,3,3,2,4,2,1,2,2,1,2,2,1,1,2,3,4,2,,,,,2,3,4,,,,,,,
1679,"2009","763","大谷＝信盛",1,27,9,58,2,2,"民主党",1,46,1,,,,3,1,4,3,4,3,3,1,1,5,3,3,2,3,1,3,5,2,2,3,2,3,3,,,,,2,3,3,50,100,50,50,,,
1615,"2009","764","村上＝弘充",1,27,9,,1,0,"共産党",1,63,4,,,,3,2,5,3,3,3,4,3,3,2,5,5,5,5,1,5,5,4,3,5,1,3,5,,,,,3,3,1,0,0,0,0,,,
402,"2009","765","吉野＝宏一",1,27,9,58,1,0,"みんなの党",1,41,4,,,,5,1,4,2,2,3,3,3,3,1,1,1,2,3,3,4,5,2,3,5,2,2,3,,,,,4,2,1,80,50,100,100,,,
2079,"2009","766","藤木＝利恵",1,27,9,,1,0,"諸派",2,35,4,,,,1,2,3,2,3,3,3,3,3,1,5,1,1,1,1,3,2,3,4,5,2,1,3,,,,,3,4,4,25,0,50,75,,,
1215,"2009","767","松浪＝健太",1,27,10,58,3,2,"自民党",1,37,3,,,,5,4,1,4,2,1,3,3,2,2,4,1,2,2,1,1,2,2,2,2,4,4,3,,,,,1,2,2,20,20,60,60,,,
1911,"2009","768","辻元＝清美",1,27,10,58,3,3,"社民党",2,48,1,,,,3,2,5,3,1,3,2,4,1,3,3,5,5,5,4,4,4,4,3,4,1,2,5,,,,,2,5,4,50,75,50,50,,,
1568,"2009","769","浅沼＝和仁",1,27,10,,1,0,"共産党",1,47,4,,,,1,3,2,3,3,3,4,3,3,1,3,5,5,5,3,4,5,2,3,5,2,3,4,,,,,2,3,2,10,20,20,10,,,
2034,"2009","770","筒井＝宏志",1,27,10,,1,0,"諸派",1,54,4,,,,3,4,1,2,2,3,3,3,3,1,1,1,1,1,2,1,1,4,3,5,2,1,3,,,,,4,1,5,45,20,50,60,,,
102,"2009","771","井脇＝ノブ子",1,27,11,58,3,1,"自民党",2,62,4,,,,5,1,3,4,3,1,3,3,3,2,2,1,1,5,1,4,2,2,2,2,4,2,3,,,,,3,3,2,,,,,,,
2287,"2009","772","平野＝博文",1,27,11,58,3,4,"民主党",1,59,1,,,,3,4,1,3,4,2,3,2,2,4,3,2,3,4,1,2,3,4,2,4,3,2,3,,,,,3,3,3,,,,,,,
886,"2009","773","山下＝京子",1,27,11,,1,0,"共産党",2,54,4,,,,2,3,1,3,3,3,4,3,3,2,5,5,5,5,5,5,5,3,3,5,1,3,5,,,,,2,3,2,0,0,0,0,,,
940,"2009","774","山内＝晃",1,27,11,,1,0,"諸派",1,37,4,,,,3,4,1,2,3,3,3,3,3,1,1,1,1,1,2,1,2,2,3,5,2,1,3,,,,,5,1,5,50,0,50,51,,,
2317,"2009","775","北川＝知克",1,27,12,58,3,3,"自民党",1,57,4,,,,5,1,2,4,3,1,3,3,3,3,2,2,3,4,2,2,3,3,2,3,3,4,3,,,,,2,3,3,60,5,20,50,,,
1737,"2009","776","樽床＝伸二",1,27,12,58,2,4,"民主党",1,49,1,,,,3,1,5,3,4,,3,1,1,5,2,1,2,2,1,3,4,3,3,3,3,3,3,,,,,3,3,3,50,100,50,50,,,
1051,"2009","777","重田＝初江",1,27,12,,1,0,"共産党",2,58,4,,,,5,4,2,3,3,3,4,3,3,1,3,5,5,5,3,5,5,3,3,5,1,3,5,,,,,3,3,1,10,0,0,0,,,
433,"2009","778","宮崎＝麻美",1,27,12,,1,0,"諸派",2,49,4,,,,1,2,4,2,3,3,3,3,3,2,1,1,1,1,1,1,2,3,3,5,2,2,3,,,,,3,4,4,50,0,50,60,,,
1424,"2009","779","西野＝あきら",1,27,13,58,3,4,"自民党",1,68,1,,,,1,3,5,4,3,1,3,3,3,2,1,1,1,2,1,1,3,3,2,3,4,3,3,,,,,3,2,3,75,30,55,95,,,
350,"2009","780","吉井＝英勝",1,27,13,58,3,6,"共産党",1,66,3,,,,,,,3,3,3,4,3,3,3,5,5,5,5,1,5,5,2,3,5,1,3,5,,,,,3,5,1,,,,,,,
2139,"2009","781","白石＝純子",1,27,13,58,1,0,"国民新党",2,46,4,,,,1,5,4,3,1,3,3,1,4,2,3,5,3,3,2,5,5,3,1,2,3,3,5,,,,,3,3,3,75,100,50,50,,,
1386,"2009","782","生田＝智千",1,27,13,,1,0,"諸派",1,29,4,,,,1,2,3,2,3,3,3,3,3,1,2,1,1,1,1,1,1,2,3,5,3,1,3,,,,,3,2,5,65,0,50,75,,,
1734,"2009","783","谷畑＝孝",1,27,14,58,3,4,"自民党",1,61,3,,,,5,3,1,4,2,1,3,2,2,3,1,1,2,3,1,2,5,3,2,2,3,3,3,,,,,3,3,4,100,50,50,100,,,
1886,"2009","784","長尾＝敬",1,27,14,58,1,0,"民主党",1,46,1,,,,3,2,1,3,4,3,2,1,1,3,3,2,2,3,1,2,4,3,2,3,3,2,3,,,,,2,2,3,50,80,55,55,,,
2427,"2009","785","野沢＝倫昭",1,27,14,,1,0,"共産党",1,60,4,,,,2,1,4,3,3,3,4,3,3,1,5,5,5,3,5,5,5,3,2,5,1,3,5,,,,,3,4,1,0,0,0,0,,,
2314,"2009","786","北口＝義明",1,27,14,,1,0,"諸派",1,59,4,,,,5,1,2,,,,,,,1,5,1,1,1,1,1,1,3,3,5,1,1,3,,,,,5,1,5,40,0,70,70,,,
864,"2009","787","三宅＝博",1,27,14,,1,0,"無所属",1,59,4,,,,4,5,2,2,3,3,3,3,2,2,3,2,1,1,5,1,2,2,2,5,5,5,1,,,,,2,1,2,50,5,40,60,,,
1773,"2009","788","竹本＝直一",1,27,15,58,3,4,"自民党",1,68,3,,,,1,3,5,4,3,1,3,3,3,4,2,4,2,4,1,1,4,2,1,5,4,4,4,,,,,2,2,3,100,0,0,100,,,
1678,"2009","789","大谷＝啓",1,27,15,58,1,0,"民主党",1,38,1,,,,1,5,3,3,4,3,3,2,1,5,4,1,2,4,1,2,3,2,2,3,3,2,3,,,,,1,3,4,50,100,75,70,,,
1843,"2009","790","中野＝好博",1,27,15,,1,0,"共産党",1,65,4,,,,3,5,1,3,3,3,4,3,3,2,3,5,5,5,3,4,5,3,3,5,1,2,5,,,,,2,4,2,25,25,25,25,,,
1618,"2009","791","村上＝俊樹",1,27,15,,1,0,"諸派",1,52,4,,,,3,4,1,2,2,3,3,3,2,1,1,1,1,1,1,1,3,3,3,5,2,1,2,,,,,3,1,5,30,0,50,50,,,
1289,"2009","792","森山＝浩行",1,27,16,58,1,0,"民主党",1,37,1,,,,5,3,4,3,4,3,3,1,1,4,4,2,3,4,2,2,4,3,3,4,2,3,4,,,,,2,5,2,49,75,50,50,,,
2319,"2009","793","北側＝一雄",1,27,16,,3,6,"公明党",1,55,4,,,,3,5,2,1,3,4,3,3,3,1,1,1,5,5,1,3,5,3,1,1,1,3,3,,,,,2,3,4,,,,,,,
320,"2009","794","岸上＝倭文樹",1,27,16,,1,0,"共産党",1,63,4,,,,1,4,5,3,3,3,4,3,3,1,5,5,5,5,4,5,5,2,1,5,1,2,5,,,,,2,5,1,10,0,0,0,,,
1796,"2009","795","中川＝義衛",1,27,16,,1,0,"諸派",1,49,4,,,,4,1,5,2,3,3,3,3,3,1,3,1,1,1,1,1,3,3,3,5,3,1,2,,,,,3,2,3,50,0,10,90,,,
196,"2009","796","岡下＝信子",1,27,17,58,3,2,"自民党",2,69,4,,,,3,1,5,4,2,1,3,3,2,5,1,2,4,4,1,2,4,4,2,2,5,2,3,,,,,2,3,2,,,,,,,
1904,"2009","797","辻＝恵",1,27,17,58,2,1,"民主党",1,60,1,,,,3,5,1,3,4,3,3,2,1,5,4,5,5,5,4,5,5,5,1,5,1,1,5,,,,,3,5,3,0,80,0,0,,,
1406,"2009","798","西村＝真悟",1,27,17,58,3,5,"改革クラブ",1,60,4,,,,1,5,3,1,3,2,3,3,3,4,3,1,1,1,1,1,4,3,1,3,5,5,1,,,,,1,3,4,,,,,,,
823,"2009","799","坂本＝譲次",1,27,17,,1,0,"共産党",1,61,4,,,,2,1,5,3,3,3,4,3,3,2,5,5,5,5,5,5,5,1,1,5,1,3,5,,,,,3,5,1,50,50,50,50,,,
1786,"2009","800","中山＝太郎",1,27,18,,3,7,"自民党",1,84,4,,,,5,2,1,4,3,1,3,3,2,3,2,1,2,3,1,2,4,2,2,3,3,2,3,,,,,2,5,3,,,,,,,
1799,"2009","801","中川＝治",1,27,18,58,2,1,"民主党",1,57,1,,,,1,3,4,3,4,2,2,2,2,3,3,3,3,3,1,3,5,3,3,3,1,3,3,,,,,1,5,3,50,75,50,50,,,
1682,"2009","802","大塚＝康樹",1,27,18,,1,0,"共産党",1,41,4,,,,1,2,5,3,3,3,4,3,3,2,5,5,5,5,5,5,5,3,3,5,1,3,5,,,,,3,3,1,2,0,0,0,,,
1403,"2009","803","西川＝豊",1,27,18,,1,0,"諸派",1,45,4,,,,1,3,4,2,2,3,3,3,2,2,1,1,1,1,2,1,2,3,3,5,2,1,3,,,,,3,2,5,50,30,60,60,,,
1214,"2009","804","松浪＝健四郎",1,27,19,58,3,3,"自民党",1,62,4,,,,1,2,5,4,1,1,3,3,1,1,1,1,1,2,1,3,4,2,2,1,1,2,2,,,,,1,1,3,50,0,0,0,,,
1868,"2009","805","長安＝豊",1,27,19,58,3,2,"民主党",1,40,1,,,,3,5,1,3,4,3,3,2,2,4,3,2,2,3,1,2,5,4,3,4,3,2,3,,,,,2,5,4,30,70,50,60,,,
2521,"2009","806","和気＝豊",1,27,19,,1,0,"共産党",1,67,4,,,,2,1,5,3,3,3,4,3,3,2,5,5,5,5,3,5,5,2,4,5,1,4,5,,,,,1,4,1,0,0,0,0,,,
2309,"2009","807","豊田＝隆久",1,27,19,,1,0,"諸派",1,36,4,,,,3,4,2,2,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,5,3,1,3,,,,,2,3,3,50,0,50,50,,,
1390,"2009","808","盛山＝正仁",1,28,1,58,3,1,"自民党",1,55,4,,,,1,5,3,4,2,1,3,3,2,2,2,2,2,2,1,1,4,1,1,1,1,1,3,,,,,2,2,5,75,0,25,25,,,
73,"2009","809","井戸＝正枝",1,28,1,58,1,0,"民主党",2,43,1,,,,5,1,3,3,4,3,2,2,2,5,5,3,3,4,3,3,4,2,3,3,1,4,4,,,,,2,5,2,30,80,40,50,,,
2374,"2009","810","味口＝俊之",1,28,1,,1,0,"共産党",1,39,4,,,,1,2,5,3,3,3,4,3,3,2,5,5,5,5,2,5,5,2,3,5,1,3,5,,,,,2,4,1,,,,,,,
2365,"2009","811","槙山＝健二",1,28,1,,1,0,"諸派",1,52,4,,,,3,4,1,2,3,3,3,3,2,1,2,1,1,1,1,1,2,2,2,5,3,1,2,,,,,4,1,5,35,5,40,35,,,
559,"2009","812","原＝和美",1,28,1,,1,0,"無所属",2,59,4,,,,1,2,,3,3,3,2,1,3,1,5,5,5,5,3,5,5,3,3,5,1,3,5,,,,,1,5,2,25,25,25,25,,,
621,"2009","813","向山＝好一",1,28,2,58,1,0,"民主党",1,51,1,,,,3,4,5,3,4,2,3,2,2,5,3,2,3,2,1,2,4,3,3,3,5,4,4,,,,,3,3,3,20,100,0,10,,,
1512,"2009","814","赤羽＝一嘉",1,28,2,,3,5,"公明党",1,50,4,,,,1,2,3,2,3,4,3,3,3,1,3,1,5,3,1,1,5,3,3,4,1,2,3,,,,,1,1,2,75,0,50,100,,,
96,"2009","815","井村＝弘子",1,28,2,,1,0,"共産党",2,62,4,,,,1,2,5,3,3,3,4,3,3,2,5,5,5,5,2,5,5,2,3,5,1,3,5,,,,,2,4,1,,,,,,,
