uid,ID,YEAR,ELECYEAR,NAME,RESPONSE,PREFEC,DISTRICT,PRBLOCK,INCUMB,TERM,PARTY,SEX,AGE,RESULT,prim1,prim2,prim3,camp1,camp2,camp3,coal_lib,coal_dem,coal_kmei,coal_com,coal_soc,coal_koku,constitu,ideology,yn_medconst,yn_reps,yn_const,yn_defense,yn_preemp,yn_unsc,yn_nkorea,yn_smgov,yn_pubspend,yn_fiscalpol,yn_female,yn_tax5yrs,yn_frgnvote,yn_frgnwork,yn_privacy,yn_tax10pc,yn_moral,media_hp,media_sns,media_bul,media_tv,ab_asiaus,ab_compet,ab_env,ab_singlemum,ab_trade,fav_masuzoe,fav_ozawa,fav_watanabe,fav_hashimoto
1320.兵庫,691,2005,2005,岩元伸市,返送なし,兵庫,1.0,,新,,無所属,男,71歳,落選,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434.兵庫,692,2005,2005,平松順子,返送あり,兵庫,2.0,近畿,新,,共産党,女,55歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,反対,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2122.兵庫,693,2005,2005,泉房穂,返送あり,兵庫,2.0,近畿,前,,民主党,男,42歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらかと言えば反対,どちらとも言えない,どちらとも言えない,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2949.兵庫,694,2005,2005,赤羽一嘉,返送あり,兵庫,2.0,,前,,公明党,男,47歳,小選挙区で当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらかと言えば賛成,,反対,,,,,,,,,,,,,,,,,,,,
3182.兵庫,695,2005,2005,関芳弘,返送あり,兵庫,3.0,近畿,新,,自民党,男,40歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,賛成,どちらかと言えば賛成,どちらかと言えば賛成,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
724.兵庫,696,2005,2005,土肥隆一,返送あり,兵庫,3.0,近畿,前,,民主党,男,66歳,比例区で復活当選,,,,,,,,,,,,,改正すべきでない,,,,,,どちらとも言えない,どちらとも言えない,どちらかと言えば賛成,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
306.兵庫,697,2005,2005,今井正子,返送あり,兵庫,3.0,,新,,共産党,女,53歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
259.兵庫,698,2005,2005,井上喜一,返送あり,兵庫,4.0,近畿,前,,自民党,男,73歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,,賛成,,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
3290.兵庫,699,2005,2005,高橋昭一,返送あり,兵庫,4.0,近畿,新,,民主党,男,41歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきでない,,,,,,反対,どちらとも言えない,反対,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2020.兵庫,700,2005,2005,永井修,返送あり,兵庫,4.0,,新,,共産党,男,64歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2903.兵庫,701,2005,2005,谷公一,返送あり,兵庫,5.0,近畿,前,,自民党,男,53歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,どちらかと言えば賛成,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1863.兵庫,702,2005,2005,梶原康弘,返送あり,兵庫,5.0,近畿,前,,民主党,男,48歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきでない,,,,,,反対,どちらとも言えない,反対,反対,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
1425.兵庫,703,2005,2005,平山和志,返送あり,兵庫,5.0,,新,,共産党,男,51歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1555.兵庫,704,2005,2005,日村豊彦,返送あり,兵庫,5.0,,新,,無所属,男,52歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,賛成,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
1606.兵庫,705,2005,2005,木挽司,返送あり,兵庫,6.0,近畿,新,,自民党,男,46歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらかと言えば賛成,,反対,,,,,,,,,,,,,,,,,,,,
135.兵庫,706,2005,2005,中川智子,返送あり,兵庫,6.0,近畿,元,,社会民主党,女,57歳,落選,,,,,,,,,,,,,改正すべきでない,,,,,,反対,反対,反対,反対,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
1416.兵庫,707,2005,2005,市村浩一郎,返送あり,兵庫,6.0,近畿,前,,民主党,男,41歳,比例区で復活当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
827.兵庫,708,2005,2005,大塚寿夫,返送あり,兵庫,6.0,,新,,共産党,男,66歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
3187.兵庫,709,2005,2005,阪上善秀,返送あり,兵庫,6.0,,元,,無所属,男,58歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらかと言えば賛成,どちらかと言えば賛成,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
815.兵庫,710,2005,2005,大前繁雄,返送あり,兵庫,7.0,近畿,前,,自民党,男,63歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらとも言えない,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
743.兵庫,711,2005,2005,坂本洋子,返送あり,兵庫,7.0,近畿,新,,社会民主党,女,43歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,どちらかと言えば反対,どちらとも言えない,反対,どちらかと言えば反対,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
2439.兵庫,712,2005,2005,石井登志郎,返送あり,兵庫,7.0,近畿,新,,民主党,男,34歳,落選,,,,,,,,,,,,,どちらとも言えない,,,,,,どちらかと言えば反対,どちらかと言えば賛成,どちらかと言えば賛成,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2519.兵庫,713,2005,2005,礒見恵子,返送あり,兵庫,7.0,,新,,共産党,女,48歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1913.兵庫,714,2005,2005,植田至紀,返送あり,兵庫,8.0,近畿,元,,社会民主党,男,39歳,落選,,,,,,,,,,,,,改正すべきでない,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらかと言えば反対,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
954.兵庫,715,2005,2005,室井邦彦,返送あり,兵庫,8.0,近畿,前,,民主党,男,58歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,どちらかと言えば賛成,賛成,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1457.兵庫,716,2005,2005,庄本悦子,返送あり,兵庫,8.0,,新,,共産党,女,51歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
486.兵庫,717,2005,2005,冬柴鉄三,返送あり,兵庫,8.0,,前,,公明党,男,69歳,小選挙区で当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらとも言えない,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2861.兵庫,718,2005,2005,西村康稔,返送あり,兵庫,9.0,近畿,前,,自民党,男,42歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,賛成,,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2379.兵庫,719,2005,2005,畠中光成,返送あり,兵庫,9.0,近畿,新,,民主党,男,33歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
853.兵庫,720,2005,2005,大椙鉄夫,返送あり,兵庫,9.0,,新,,共産党,男,57歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,反対,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
984.兵庫,721,2005,2005,宮本一三,返送あり,兵庫,9.0,近畿,元,,新党日本,男,74歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,どちらかと言えば賛成,どちらかと言えば賛成,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2202.兵庫,722,2005,2005,渡海紀三朗,返送あり,兵庫,10.0,近畿,前,,自民党,男,57歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,どちらとも言えない,どちらとも言えない,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1311.兵庫,723,2005,2005,岡田康裕,返送あり,兵庫,10.0,近畿,新,,民主党,男,30歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらかと言えば賛成,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
1569.兵庫,724,2005,2005,星原幸代,返送あり,兵庫,10.0,,新,,共産党,女,63歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1492.兵庫,725,2005,2005,戸井田徹,返送あり,兵庫,11.0,近畿,元,,自民党,男,53歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,賛成,どちらかと言えば賛成,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1729.兵庫,726,2005,2005,松本剛明,返送あり,兵庫,11.0,近畿,前,,民主党,男,46歳,比例区で復活当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,どちらかと言えば賛成,どちらかと言えば賛成,どちらかと言えば賛成,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2605.兵庫,727,2005,2005,竹内典昭,返送あり,兵庫,11.0,,新,,共産党,男,30歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2100.兵庫,728,2005,2005,河本三郎,返送なし,兵庫,12.0,近畿,前,,自民党,男,55歳,小選挙区で当選,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203.兵庫,729,2005,2005,山口壮,返送あり,兵庫,12.0,近畿,元,,民主党,男,50歳,比例区で復活当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらとも言えない,どちらとも言えない,,賛成,,,,,,,,,,,,,,,,,,,,
901.兵庫,730,2005,2005,太田清幸,返送あり,兵庫,12.0,,新,,共産党,男,50歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
3133.奈良,731,2005,2005,鍵田忠兵衛,返送あり,奈良,1.0,近畿,新,,自民党,男,48歳,比例区で復活当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,どちらかと言えば賛成,どちらかと言えば賛成,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
3242.奈良,732,2005,2005,馬淵澄夫,返送あり,奈良,1.0,近畿,前,,民主党,男,45歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらかと言えば反対,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2664.奈良,733,2005,2005,細野歩,返送あり,奈良,1.0,,新,,共産党,男,48歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらとも言えない,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
1880.奈良,734,2005,2005,森岡正宏,返送あり,奈良,1.0,,前,,無所属,男,62歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,賛成,賛成,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
194.奈良,735,2005,2005,中野明美,返送あり,奈良,2.0,近畿,新,,共産党,女,57歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらとも言えない,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
3256.奈良,736,2005,2005,高市早苗,返送あり,奈良,2.0,近畿,元,,自民党,女,44歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2242.奈良,737,2005,2005,滝実,返送あり,奈良,2.0,近畿,前,,新党日本,男,66歳,比例区で復活当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらとも言えない,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
157.奈良,738,2005,2005,中村哲治,返送あり,奈良,2.0,近畿,前,,民主党,男,34歳,落選,,,,,,,,,,,,,どちらとも言えない,,,,,,反対,賛成,どちらとも言えない,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
916.奈良,739,2005,2005,奥野信亮,返送あり,奈良,3.0,近畿,前,,自民党,男,61歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,賛成,賛成,どちらとも言えない,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
628.奈良,740,2005,2005,吉川政重,返送あり,奈良,3.0,近畿,新,,民主党,男,41歳,落選,,,,,,,,,,,,,改正すべきでない,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらとも言えない,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
1978.奈良,741,2005,2005,正木敦,返送あり,奈良,3.0,,新,,共産党,男,34歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらとも言えない,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2367.奈良,742,2005,2005,田野瀬良太郎,返送あり,奈良,4.0,近畿,前,,自民党,男,61歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらとも言えない,どちらかと言えば賛成,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
1869.奈良,743,2005,2005,森下豊,返送あり,奈良,4.0,近畿,新,,民主党,男,47歳,落選,,,,,,,,,,,,,どちらとも言えない,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,,,
3214.奈良,744,2005,2005,青木光治,返送あり,奈良,4.0,,新,,共産党,男,46歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらとも言えない,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
90.和歌山,745,2005,2005,下角力,返送あり,和歌山,1.0,近畿,新,,共産党,男,52歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2919.和歌山,746,2005,2005,谷本龍哉,返送あり,和歌山,1.0,近畿,前,,自民党,男,38歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,どちらとも言えない,どちらかと言えば賛成,,反対,,,,,,,,,,,,,,,,,,,,
1338.和歌山,747,2005,2005,岸本周平,返送あり,和歌山,1.0,近畿,新,,民主党,男,49歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらかと言えば反対,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2502.和歌山,748,2005,2005,石田真敏,返送あり,和歌山,2.0,近畿,前,,自民党,男,53歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらとも言えない,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1337.和歌山,749,2005,2005,岸本健,返送あり,和歌山,2.0,近畿,前,,民主党,男,35歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,反対,賛成,反対,どちらとも言えない,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
87.和歌山,750,2005,2005,下村雅洋,返送あり,和歌山,2.0,,新,,共産党,男,50歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
244.和歌山,751,2005,2005,二階俊博,返送あり,和歌山,3.0,近畿,前,,自民党,男,66歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,賛成,どちらかと言えば賛成,どちらかと言えば賛成,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
2415.和歌山,752,2005,2005,真鍋晃篤,返送あり,和歌山,3.0,近畿,新,,民主党,男,34歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,賛成,賛成,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
75.和歌山,753,2005,2005,上田稔,返送あり,和歌山,3.0,,新,,共産党,男,58歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2509.鳥取,754,2005,2005,石破茂,返送あり,鳥取,1.0,中国,前,,自民党,男,48歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,どちらかと言えば賛成,どちらかと言えば反対,賛成,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2324.鳥取,755,2005,2005,田中清一,返送なし,鳥取,1.0,中国,新,,社会民主党,男,52歳,落選,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563.鳥取,756,2005,2005,早川周作,返送あり,鳥取,1.0,中国,新,,民主党,男,28歳,落選,,,,,,,,,,,,,,,,,,,どちらかと言えば反対,どちらかと言えば賛成,反対,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
784.鳥取,757,2005,2005,塚田成幸,返送あり,鳥取,1.0,,新,,共産党,男,41歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,どちらとも言えない,どちらとも言えない,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2947.鳥取,758,2005,2005,赤沢亮正,返送あり,鳥取,2.0,中国,新,,自民党,男,44歳,小選挙区で当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらかと言えば賛成,どちらとも言えない,,反対,,,,,,,,,,,,,,,,,,,,
1185.鳥取,759,2005,2005,山内功,返送あり,鳥取,2.0,中国,前,,民主党,男,50歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,どちらかと言えば反対,反対,どちらかと言えば反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
3333.鳥取,760,2005,2005,鷲見節夫,返送あり,鳥取,2.0,,新,,共産党,男,60歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1367.鳥取,761,2005,2005,川上義博,返送あり,鳥取,2.0,,前,,無所属,男,54歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,どちらとも言えない,どちらかと言えば反対,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2663.島根,762,2005,2005,細田博之,返送あり,島根,1.0,中国,前,,自民党,男,61歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらとも言えない,賛成,,反対,,,,,,,,,,,,,,,,,,,,
511.島根,763,2005,2005,加納克己,返送あり,島根,1.0,中国,新,,社会民主党,男,61歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば反対,反対,どちらかと言えば反対,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
2148.島根,764,2005,2005,浜口和久,返送あり,島根,1.0,中国,新,,民主党,男,36歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば賛成,どちらかと言えば賛成,賛成,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
51.島根,765,2005,2005,上代善雄,返送あり,島根,1.0,,新,,共産党,男,51歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,反対,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
234.島根,766,2005,2005,亀井久興,返送あり,島根,2.0,中国,前,,国民新党,男,65歳,比例区で復活当選,,,,,,,,,,,,,改正すべきだ,,,,,,反対,どちらかと言えば反対,どちらかと言えば反対,どちらかと言えば反対,,賛成,,,,,,,,,,,,,,,,,,,,
2601.島根,767,2005,2005,竹下亘,返送なし,島根,2.0,中国,前,,自民党,男,58歳,小選挙区で当選,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040.島根,768,2005,2005,小室寿明,返送あり,島根,2.0,中国,新,,民主党,男,44歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきでない,,,,,,どちらとも言えない,どちらかと言えば賛成,どちらとも言えない,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
679.島根,769,2005,2005,向瀬慎一,返送あり,島根,2.0,,新,,共産党,男,34歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,反対,反対,反対,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2988.岡山,770,2005,2005,逢沢一郎,返送あり,岡山,1.0,中国,前,,自民党,男,51歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,賛成,どちらかと言えば賛成,どちらとも言えない,,反対,,,,,,,,,,,,,,,,,,,,
2554.岡山,771,2005,2005,福島捷美,返送あり,岡山,1.0,中国,新,,社会民主党,男,67歳,落選,,,,,,,,,,,,,改正すべきでない,,,,,,反対,反対,反対,反対,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
2734.岡山,772,2005,2005,菅源太郎,返送あり,岡山,1.0,中国,新,,民主党,男,32歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらかと言えば反対,どちらかと言えば賛成,どちらかと言えば反対,どちらとも言えない,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1910.岡山,773,2005,2005,植本完治,返送あり,岡山,1.0,,新,,共産党,男,46歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
2752.岡山,774,2005,2005,萩原誠司,返送あり,岡山,2.0,中国,新,,自民党,男,49歳,比例区で復活当選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらとも言えない,賛成,どちらとも言えない,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
2132.岡山,775,2005,2005,津村啓介,返送あり,岡山,2.0,中国,前,,民主党,男,33歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,反対,賛成,賛成,どちらとも言えない,,反対,,,,,,,,,,,,,,,,,,,,
1153.岡山,776,2005,2005,尾崎宏子,返送あり,岡山,2.0,,新,,共産党,女,48歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,賛成,どちらかと言えば反対,反対,,反対,,,,,,,,,,,,,,,,,,,,
3194.岡山,777,2005,2005,阿部俊子,返送あり,岡山,3.0,中国,新,,自民党,女,46歳,比例区で復活当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらとも言えない,賛成,どちらかと言えば賛成,賛成,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
161.岡山,778,2005,2005,中村徹夫,返送あり,岡山,3.0,中国,新,,民主党,男,50歳,落選,,,,,,,,,,,,,どちらかと言えば改正すべきでない,,,,,,どちらとも言えない,賛成,反対,どちらとも言えない,,どちらかと言えば反対,,,,,,,,,,,,,,,,,,,,
127.岡山,779,2005,2005,中嶋義晴,返送あり,岡山,3.0,,新,,共産党,男,64歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1437.岡山,780,2005,2005,平沼赳夫,返送あり,岡山,3.0,,前,,無所属,男,66歳,小選挙区で当選,,,,,,,,,,,,,改正すべきだ,,,,,,賛成,賛成,賛成,どちらとも言えない,,どちらかと言えば賛成,,,,,,,,,,,,,,,,,,,,
1965.岡山,781,2005,2005,橋本岳,返送あり,岡山,4.0,中国,新,,自民党,男,31歳,比例区で復活当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,反対,賛成,どちらとも言えない,賛成,,反対,,,,,,,,,,,,,,,,,,,,
1799.岡山,782,2005,2005,柚木道義,返送あり,岡山,4.0,中国,新,,民主党,男,33歳,小選挙区で当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,どちらかと言えば反対,賛成,どちらかと言えば反対,どちらかと言えば反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
1694.岡山,783,2005,2005,東毅,返送あり,岡山,4.0,,新,,共産党,男,29歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,賛成,反対,反対,,反対,,,,,,,,,,,,,,,,,,,,
1682.岡山,784,2005,2005,村田吉隆,返送あり,岡山,5.0,中国,前,,自民党,男,61歳,小選挙区で当選,,,,,,,,,,,,,どちらかと言えば改正すべきだ,,,,,,反対,どちらとも言えない,どちらとも言えない,賛成,,反対,,,,,,,,,,,,,,,,,,,,
2696.岡山,785,2005,2005,花咲宏基,返送あり,岡山,5.0,中国,新,,民主党,男,39歳,落選,,,,,,,,,,,,,改正すべきだ,,,,,,どちらかと言えば反対,どちらとも言えない,どちらかと言えば賛成,どちらとも言えない,,反対,,,,,,,,,,,,,,,,,,,,
773.岡山,786,2005,2005,堀良道,返送あり,岡山,5.0,,新,,共産党,男,57歳,落選,,,,,,,,,,,,,改正すべきでない,最も革新,,,,,反対,どちらかと言えば賛成,反対,反対,,どちらとも言えない,,,,,,,,,,,,,,,,,,,,
